TBJD bkgsubflux flux_err quality
1468.7872314453125 4.695278688765454 0.731995701789856 0
1468.8080444335938 5.737003497355681 0.7360755205154419 0
1468.8289184570312 5.484483626518262 0.7322239279747009 0
1468.8497314453125 4.743348266092003 0.7325205206871033 0
1468.8705444335938 4.020280466324806 0.7312316298484802 0
1468.8914184570312 5.880229434596671 0.7315185070037842 0
1468.9122314453125 3.4849816406651812 0.7314237952232361 0
1468.9330444335938 4.0874571202315755 0.7325102686882019 0
1468.9539184570312 4.768782780106112 0.7322079539299011 0
1468.9747314453125 5.066320656464234 0.7324385046958923 0
1468.9955444335938 4.746283097251946 0.7323710918426514 0
1469.0164184570312 3.43717648721413 0.7312890887260437 0
1469.0372314453125 4.688135905365012 0.7315683364868164 0
1469.0580444335938 3.534524462574769 0.730933427810669 0
1469.0789184570312 4.976735318234671 0.7320306301116943 0
1469.0997314453125 3.634148672838167 0.7318715453147888 0
1469.1205444335938 4.00780715855589 0.731053352355957 0
1469.1414184570312 4.168470983207048 0.7313445806503296 0
1469.1622314453125 5.076151356659665 0.7313601970672607 0
1469.1830444335938 3.9437956156833613 0.7312712073326111 0
1469.2039184570312 0.8185482765771975 0.7304935455322266 0
1469.2247314453125 0.9738726132537495 0.7304322123527527 0
1469.2455444335938 1.8745984762570989 0.7308586835861206 0
1469.2664184570312 1.9670420807699303 0.7309317588806152 0
1469.2872314453125 2.1436794509553008 0.7312231063842773 0
1469.3080444335938 4.117052619542395 0.7322053909301758 0
1469.3289184570312 2.5565218652421553 0.732169508934021 0
1469.3497314453125 4.297049552387631 0.7338663339614868 0
1469.3705444335938 4.278766562231919 0.7330571413040161 0
1469.3914184570312 3.9924477738962834 0.731335461139679 0
1469.4122924804688 5.246022160694987 0.731372594833374 0
1469.43310546875 4.621079970406234 0.7319550514221191 0
1469.4539184570312 5.64169201683715 0.7316518425941467 0
1469.4747924804688 5.299862434273848 0.7323698997497559 0
1469.49560546875 5.366568993082746 0.732466459274292 0
1469.5164184570312 4.466596832398385 0.7316112518310547 0
1469.5372924804688 4.3756217051706345 0.7316735982894897 0
1469.55810546875 5.414300395113695 0.7316553592681885 0
1469.5789184570312 4.078360185079217 0.7317550778388977 0
1469.5997924804688 2.8695460488230617 0.7311976552009583 0
1469.62060546875 5.393736300754274 0.7314469814300537 0
1469.6414184570312 3.78314190809175 0.7327834963798523 0
1469.6622924804688 5.289352261278931 0.7416397333145142 0
1469.68310546875 5.218387511779193 0.7318124771118164 0
1469.7039184570312 4.361356757846124 0.7336468696594238 0
1469.7247924804688 4.8100022220107865 0.7315699458122253 0
1469.74560546875 4.542427518837844 0.7315989136695862 0
1469.7664184570312 4.738340537620008 0.7327168583869934 0
1469.7872924804688 3.5221988908506066 0.7312625050544739 0
1469.80810546875 3.74080162055529 0.7321794629096985 0
1469.8289184570312 4.531900250233838 0.7386718988418579 0
1469.8497924804688 4.015661623216912 0.731533408164978 0
1469.87060546875 2.7323587781755725 0.7317078113555908 0
1469.8914184570312 4.150288646157601 0.7317134737968445 0
1469.9122924804688 4.730062955534433 0.7321139574050903 0
1469.93310546875 5.044422942825065 0.7333163619041443 0
1469.9539184570312 3.915968135104288 0.7314513921737671 0
1469.9747924804688 3.1970617935002377 0.7330673933029175 0
1469.99560546875 5.182493789208122 0.7316103577613831 0
1470.0164184570312 4.125283654839902 0.7314286231994629 0
1470.0372924804688 5.108247271892183 0.7315723896026611 0
1470.05810546875 5.072821309262762 0.7317405343055725 0
1470.0789184570312 4.98681496174252 0.7319062948226929 0
1470.0997924804688 4.550513890970767 0.7322532534599304 0
1470.12060546875 4.331833734827087 0.7319535613059998 0
1470.1414184570312 5.821767391205375 0.7314869165420532 0
1470.1622924804688 3.5164256135219807 0.7353063821792603 0
1470.18310546875 4.434418295309299 0.7324526906013489 0
1470.2039184570312 5.062400213871721 0.7317485213279724 0
1470.2247924804688 5.54316532795974 0.7323514223098755 0
1470.24560546875 4.1800171148238485 0.7322304248809814 0
1470.2664184570312 4.795831120125816 0.7317426800727844 0
1470.2872924804688 2.609752608152271 0.7315077185630798 0
1470.30810546875 3.576124426481096 0.7343966364860535 0
1470.3289184570312 4.196265050619166 0.7317554950714111 0
1470.3497924804688 4.707156948420128 0.731484591960907 0
1470.37060546875 4.178286764035186 0.7311089634895325 0
1470.3914184570312 2.0704773203172793 0.7316102981567383 0
1470.4122924804688 0.36770391828926363 0.7303951382637024 0
1470.43310546875 0.0 0.732119083404541 0
1470.4539184570312 0.0013400057793366514 0.7327069044113159 0
1470.4747924804688 1.0184544788721501 0.7313735485076904 0
1470.49560546875 1.483355409821828 0.7340407371520996 0
1470.5164184570312 3.593492821117374 0.7318409085273743 0
1470.5372924804688 4.956167267394447 0.7327119708061218 0
1470.55810546875 3.3892398057602198 0.7312445640563965 0
1470.5789184570312 4.179324292354311 0.7314793467521667 0
1470.5997924804688 3.6525065553542144 0.7316052317619324 0
1470.62060546875 4.804066620010342 0.732021152973175 0
1470.6414184570312 2.887312476463112 0.7330383062362671 0
1470.6622924804688 3.8846982555549645 0.7316451668739319 0
1470.68310546875 3.5182998948644526 0.7310181260108948 0
1470.7039184570312 4.6740602911372795 0.7317607402801514 0
1470.7247924804688 3.867590950857249 0.7316664457321167 0
1470.74560546875 5.124478703720364 0.731580913066864 0
1470.7664184570312 4.685428372473898 0.7328042984008789 0
1470.7872924804688 5.064341910322225 0.73140549659729 0
1470.80810546875 5.083201313106628 0.7316879630088806 0
1470.8289184570312 3.6207303615740214 0.7320134043693542 0
1470.8497924804688 2.7281287761626642 0.7311013340950012 0
1470.87060546875 3.8478917510527118 0.7312090396881104 0
1470.8914184570312 5.068726796669134 0.7321439385414124 0
1470.9122924804688 5.046732648919497 0.732572078704834 0
1470.93310546875 4.804875843128112 0.7317734360694885 0
1470.9539184570312 5.038727756687976 0.7321062684059143 0
1470.9747924804688 5.2559404038053685 0.7322008013725281 0
1470.99560546875 3.0861071665538695 0.7340875267982483 0
1471.0164184570312 4.149808742579499 0.7325384020805359 0
1471.0372924804688 2.9575100274831154 0.7312772274017334 0
