designation phot_g_mean_mag phot_bp_mean_mag phot_rp_mean_mag ra dec Sector_17_x Sector_17_y Sector_18_x Sector_18_y Sector_24_x Sector_24_y
"Gaia DR2 2015669422364581632" 15.0305223 15.5729036 14.295927 351.489027539454 61.66744844231754 15.121504470316964 5.590068981723867 14.401956490592687 3.0082050865947796 14.650823647955917 3.8844103917442494
"Gaia DR2 2015669319285624320" 15.0480471 15.5191936 14.4047546 351.36072805270317 61.633964526861945 3.3183832374057634 8.449405151256599 4.1242826569082265 10.02427139473658 3.7369384075939305 8.681585016440605
"Gaia DR2 2015657568254892544" 15.0518208 15.7130146 14.2562313 351.4554631899148 61.62097992243414 7.710386973840912 1.349428903344002 5.323932930480732 1.7065945836159262 6.624757215064342 1.2136767870080423
"Gaia DR2 2015657362096469504" 15.1148109 15.6185865 14.437541 351.4410795660763 61.61039470157998 5.602652653898279 0.7673213913189585 3.0134440291992117 1.9263393081416158 4.46341316900738 1.0415486568317416
"Gaia DR2 2015669937760621056" 15.1629343 15.7696705 14.3655491 351.29126136854296 61.64137893567742 -0.1365022101068254 13.380329455880325 2.896152972979941 15.948735620617512 1.3381384790390634 13.940207184670683
"Gaia DR2 2015657224657517952" 15.24047 15.7410154 14.5622807 351.39588999243676 61.59639277145329 1.1878037533497858 1.4869684639508902 -0.9829607934231976 4.21984498744677 0.31316775106198147 2.5064957371053973
"Gaia DR2 2015669628522972160" 15.2900915 15.8180618 14.4717913 351.41471799042745 61.67686159989927 11.590988880562868 11.048777807466344 13.329508879621539 9.459316116478393 12.28112208362901 9.653427122331436
"Gaia DR2 2015657499535405312" 15.2944479 16.1712742 14.3457327 351.36927478379806 61.60717818439498 0.7727017550210391 4.426115196509156 -0.1100686732537941 7.150439116231368 0.48111196176746596 5.3477169800754165
"Gaia DR2 2015670453156659968" 15.3102293 16.5363178 14.1937885 351.39177276939404 61.69734915082409 12.520401119354531 15.057253028625112 15.979775700853281 12.909690608196392 13.963457910032517 13.261614569036489
"Gaia DR2 2015657259017254528" 15.3114367 15.7105942 14.71967 351.42426505826234 61.60588347059877 4.040194700756312 1.1269324675281034 1.6447018885331204 2.8372346856386343 3.0149957986450495 1.6587900525118968
"Gaia DR2 2015657430815946496" 15.3161516 15.8253622 14.6267967 351.3858308558003 61.5955327033363 0.4640225014603292 1.945828517610881 -1.489911564545105 4.918144954634348 -0.30097263225716464 3.067598316951919
"Gaia DR2 2015669628522971520" 15.3395081 16.0010357 14.5335474 351.40968762530883 61.67591780441067 11.170837235904227 11.20950419210221 12.989289391946418 9.764795007285604 11.904081890227127 9.87968546157304
"Gaia DR2 2015669559803517696" 15.3981056 15.943573 14.68618 351.4020530876523 61.655927993882564 8.403420675996415 9.001796001683019 9.327999046517135 8.688588803164823 8.785702317478615 8.294722319381432
"Gaia DR2 2015670968552785664" 15.4089088 16.5322971 14.3420067 351.49316669559613 61.683859826099535 17.258923901035757 7.526393272854305 17.330295786104173 4.058008408253287 17.104250719811873 5.326229793510575
"Gaia DR2 2015669456724309888" 15.422617 15.8600931 14.7862625 351.4581477276408 61.66562254478945 12.995639326515338 7.099520589953251 12.983274487841495 5.212116340097313 12.878424218427392 5.684704385837671
"Gaia DR2 2015669628522975232" 15.4282093 16.1518936 14.5860529 351.4153337969083 61.67484964246821 11.398315735071288 10.747978127935728 13.010639063045932 9.245312460645753 12.035421521366107 9.40459026995781
"Gaia DR2 2015657430816152960" 15.4370165 15.8837833 14.8055487 351.4014487905531 61.601460370181904 2.1148425839026705 1.840163110738879 0.075508024853149 4.215066312559285 1.282673376259794 2.6736853135516228
"Gaia DR2 2015669319285624704" 15.4440308 15.9748926 14.7355633 351.3656871360151 61.629645259656634 3.130018181675071 7.5970422631702075 3.5697733786237418 9.287197809626953 3.388209778866271 7.912686873099343
"Gaia DR2 2015669491074219264" 15.4665041 nan nan 351.47954057242856 61.673045611117935 15.17411589780064 6.8681458004254 15.009076155044696 4.197387020195508 14.950385058395197 5.078327427948626
"Gaia DR2 2015657327736751104" 15.4678183 15.884841 14.86769 351.48686570826754 61.60563342367226 7.903571279510796 -2.463727942970376 3.8543675468418073 -1.96928076693239 6.071271778450762 -2.4108392205191116
"Gaia DR2 2015657362096466944" 15.5559187 16.0214634 14.6984358 351.45056993514305 61.615201030292624 6.743663036711093 0.8633927625030857 4.168961946013446 1.6002734246997417 5.590865441685944 0.928495842470058
"Gaia DR2 2015670453156661248" 15.5880079 16.2180939 14.7851915 351.4074513890767 61.70037564426467 13.838871579207009 14.567904182692033 17.053945494482768 11.96527747090353 15.149561446683911 12.565742073045541
"Gaia DR2 2015668872608782336" 15.5940495 16.198431 14.827035 351.33579800344785 61.61419956288289 -0.4989036304657253 7.258620836296448 -0.1195830115438632 10.293153050271506 -0.20398077834108008 8.241296800534933
"Gaia DR2 2015669250565901952" 15.5961409 16.1994438 14.7940693 351.3644873507001 61.623717918796295 2.3748691405371485 6.882594479704813 2.521997211463952 8.887611582490546 2.515516761939102 7.374722816180462
"Gaia DR2 2015669353645107712" 15.6197758 16.2140541 14.8586054 351.40112695672616 61.64035825875047 6.559071390604185 6.997416084942067 6.656132264417929 7.4673583494628275 6.603837508374817 6.736558927366228
"Gaia DR2 2015657568254890112" 15.6355362 16.2613811 14.8549156 351.4683966272062 61.62619368727329 9.11183481049532 1.304315047864666 6.672270475610188 1.1518817880271452 7.977845778715501 0.9212490904753361
"Gaia DR2 2015657362096471808" 15.6390505 16.2858849 14.851553 351.4689826110162 61.61586807384304 7.964607562978454 -0.09439862549897704 4.944236550983376 0.24858786662734644 6.591140896298759 -0.19101803371245918
"Gaia DR2 2015657465175674496" 15.6413488 nan nan 351.4197266627134 61.6136087627219 4.644486279528913 2.405876839207415 2.7906944802366187 3.8256650669274173 3.850821465882021 2.755129740170865
"Gaia DR2 2015669353645091200" 15.73373 16.316143 14.9870243 351.39990482638234 61.651910414641016 7.809073505049124 8.593028880512225 8.5701055556159 8.519266199835519 8.128687721368358 8.015874886403237
"Gaia DR2 2015669624218292864" 15.7622747 16.87077 14.695734 351.3881556760837 61.66500915364829 8.583946310099691 10.99064588831697 10.369052187353576 10.503060440245026 9.347726570710597 10.135013251411216
"Gaia DR2 2015668941328240512" 15.7815933 16.6694374 14.8300867 351.3397716158542 61.63045579684775 1.6153802499493342 9.178248231068856 2.7789130442551544 11.335622942758095 2.2237187304087183 9.671522452525473
"Gaia DR2 2015669422364582528" 15.7927189 16.4381485 15.0057135 351.46990895214816 61.661038439390744 13.200060322453847 5.8263155614854485 12.629162995230004 3.9336266159637354 12.829581230600079 4.449531446949111
"Gaia DR2 2015657568254882432" 15.8183508 16.4471569 15.0505238 351.4694028339551 61.633611488673324 10.02467152968034 2.228105990677747 7.964997645126877 1.691783610661541 9.044464645524734 1.6281841392433396
"Gaia DR2 2015657602614618624" 15.8212824 16.3728962 15.063798 351.49319167882163 61.64177177472084 12.43789847691169 1.9574553115014135 10.202860514826574 0.5541468415083362 11.336909786421039 0.9429606007982905
"Gaia DR2 2015657430816152192" 15.824954 16.4147072 15.0737314 351.3983675379598 61.604582234135336 2.281697055722641 2.4278860397736226 0.4939433693757769 4.709785731785453 1.5590576101631877 3.1972632846227285
"Gaia DR2 2015668872608789120" 15.8596869 17.0535183 14.7532663 351.3495229698713 61.61329467832915 0.24893742827712906 6.357886086271031 0.21870549850236287 9.168275353945946 0.34764684415752 7.259881131703498
"Gaia DR2 2015669284925635712" 15.8612356 16.4041824 15.128973 351.42743221241295 61.64391118651507 8.599375991916954 5.972671956074283 8.202071261754195 5.752993634396082 8.387312200916021 5.407873716212494
"Gaia DR2 2015657533895139072" 15.873333 16.59832 15.0092974 351.4115221144361 61.62221067728064 5.121835379724001 4.008934925596948 3.95371764243753 5.166922745371752 4.626292844813434 4.179260889827366
"Gaia DR2 2015670384437203584" 15.8873405 16.5753574 15.0532789 351.38871270072684 61.67968384510215 10.30302863451195 12.897407883696914 12.876197081873125 11.677764240762713 11.388887838247886 11.623611833345517
"Gaia DR2 2015668937023266304" 15.9053745 16.5058746 15.1375647 351.3486054778686 61.62538487223148 1.5808294344750387 8.006221987003586 2.235537986550529 10.240111456307407 1.9623221033788836 8.574230161914247
"Gaia DR2 2015669353645091072" 15.9081221 16.5157928 15.1435232 351.4098266355171 61.65470959549047 8.745805121582523 8.399382239753898 9.400244232873138 7.993914665396208 9.001315721139111 7.666488442425788
"Gaia DR2 2015656571822509952" 15.9264555 16.5702858 15.1366167 351.49189583686007 61.60462060148378 8.10039640784978 -2.8834041492716533 3.863994643559659 -2.4379947139750575 6.180958866087329 -2.8410659589710843
"Gaia DR2 2015670899823525120" 15.9560194 16.4016457 15.036871 351.4969719971684 61.67106605928545 16.029187007987943 5.618344476970985 15.300242084647714 2.7032919485124465 15.538361066537913 3.749143100161538
"Gaia DR2 2015669388004853248" 15.9715071 16.6161 15.1738625 351.43412126515756 61.643929052242534 9.01665004282351 5.595202549009028 8.445232263894168 5.243638452871596 8.719424961660968 4.978066545298816
"Gaia DR2 2015668941328242432" 15.9811449 16.5791721 15.22168 351.3388361613558 61.62870063957386 1.3557031709887433 8.999793280841907 2.4478416221047015 11.261776404204593 1.9366887658128755 9.54982270608522
"Gaia DR2 2015669422364577408" 16.04744 16.8464146 15.1270351 351.4884467237447 61.67064422039498 15.451661795092143 6.0457109068457235 14.922357201447573 3.3183763631504206 15.060223238682312 4.25450935360265
"Gaia DR2 2015669731592271488" 16.0602226 16.675766 15.2154589 351.42242583237874 61.68458126549155 12.954506413122868 11.631647808748296 14.913898409456054 9.51221278059576 13.719421113001069 9.959006884640383
"Gaia DR2 2015657259017264000" 16.10063 16.83539 15.251523 351.4380650474433 61.6007619712652 4.310486868186516 -0.3346117989252475 1.2729889761242204 1.3566048162610285 2.9935531991110107 0.23454862714870117
"Gaia DR2 2015669937760619520" 16.116106 16.7828617 15.3021631 351.2967234964544 61.64436270728063 0.5450286859642457 13.463047293803683 3.5973656634957845 15.777927841882967 2.0164955063198198 13.896531953436256
"Gaia DR2 2015659148802836608" 16.1512184 16.8841057 15.2807074 351.51303791016386 61.654138546712886 15.087674178031524 2.4681748150860354 13.011393997350218 0.06885567929170477 14.011106332580528 0.9512023643992151
"Gaia DR2 2015659148802829952" 16.1717949 16.8055611 15.3344326 351.5079552466414 61.65625680180698 15.014584990740332 3.0365683852668592 13.187214760086096 0.6329695714043551 14.050567829265606 1.4993767090716679
"Gaia DR2 2015656571822507264" 16.1721058 17.4557133 15.0254917 351.4977440414785 61.6081953253879 8.873770276644674 -2.7426446107867974 4.680094496364568 -2.587482215264642 6.959846723775411 -2.846475865571266
"Gaia DR2 2015668833943974272" 16.175148 16.8428154 15.3428755 351.32535933052395 61.607596809713634 -1.905420577857818 6.981553347353544 -1.6129675576745477 10.545099730422532 -1.6246217486958887 8.23129707732112
"Gaia DR2 2015657636974345856" 16.1808834 16.7893314 15.4071522 351.44122717687503 61.63651191709516 8.607140863085473 4.211297092697809 7.443725180380243 4.084799512427224 8.05247661166495 3.748166590039971
"Gaia DR2 2015657632669427840" 16.21323 16.8366528 15.440177 351.46409921594085 61.64278391403158 10.746718379470147 3.742046227779679 9.328118157542455 2.8593743299841643 10.040398231105522 2.924768731469017
"Gaia DR2 2015657362096471040" 16.250267 16.8650761 15.4702873 351.45548498064693 61.61301233409196 6.798187558538306 0.29476817861822546 3.974919749648162 1.0427242325739146 5.533318797070225 0.38341507482375903
"Gaia DR2 2015669491084049408" 16.27928 16.93503 15.4685936 351.48215835051684 61.67160512474793 15.171484545103048 6.529242056766321 14.859137018824622 3.877919380268257 14.881950963105577 4.75972121217557
"Gaia DR2 2015669662882719744" 16.2819824 16.9422626 15.48853 351.4279388954333 61.6728538613645 11.950957519180417 9.769047803621831 13.124390289849725 8.117823389163252 12.382164279247764 8.384368513410735
"Gaia DR2 2015670624955347968" 16.29193 17.25415 15.2936783 351.37368737471604 61.69554259410462 11.192977348812374 15.844694683581935 15.026490797698315 14.13921798038482 12.826598125084939 14.23973621324895
"Gaia DR2 2015669491084051968" 16.3000584 16.9219189 15.4791317 351.4749817975811 61.668568950281035 14.378105024489818 6.534527554409752 14.08701658585779 4.172800191120373 14.112011266955548 4.906199587104716
"Gaia DR2 2015669456724315136" 16.300808 16.9354458 15.518754 351.44478429339233 61.6593968159841 11.452483649583934 7.034546663272948 11.448744571031483 5.714519512509185 11.366231797572205 5.89875929468103
"Gaia DR2 2015668872608786688" 16.3352528 16.9875488 15.5268946 351.361278930002 61.618064646643866 1.5264922460769057 6.318649599569097 1.4486666759997053 8.664387304877163 1.5814847022382468 6.995083721396343
"Gaia DR2 2015668872608785280" 16.35214 17.1677341 15.4377365 351.34296561453453 61.61418175482423 -0.05613943853603409 6.8482419951141855 0.13414845613611703 9.743368878672497 0.14650499500689307 7.775959377105895
"Gaia DR2 2015658873924955264" 16.3590488 17.4035244 15.3230982 351.52541530819997 61.635536072891576 13.726343369501793 -0.6952604435905823 10.306992590231811 -2.4247307323424154 12.073314541784745 -1.7843518276875852
"Gaia DR2 2015657396456207104" 16.3673725 16.985323 15.5638924 351.50253046971244 61.627611654678105 11.395927587487401 -0.4456525314272266 8.140811481318302 -1.3372470194344848 9.857250831880123 -1.133709566694094
"Gaia DR2 2015657499535627520" 16.3874817 17.0888386 15.5466251 351.38369349659024 61.61583039693201 2.661452978879045 4.748434749909616 1.873703023884623 6.765079868268889 2.3791606640090555 5.314312975318661
"Gaia DR2 2015669456724309632" 16.3912544 16.925312 15.66938 351.4526078280953 61.66439509632606 12.511131163316481 7.25146692429079 12.576418557729447 5.532808258581888 12.437138836225913 5.914174593807409
"Gaia DR2 2015670212638487680" 16.392416 17.1182251 15.5276051 351.3054360448004 61.67727460869929 4.868452406689556 17.3095562936471 9.490101433099369 17.835068203000176 6.965480827319834 16.746895028587396
"Gaia DR2 2015670487516420096" 16.4046116 17.1152287 15.56364 351.43343277435173 61.6903384182028 14.297203636948453 11.768362844192115 16.283956856773607 9.150883001411586 15.050763118179901 9.84824822906535
"Gaia DR2 2015669697242452608" 16.43165 17.1110554 15.6109333 351.4614372445508 61.68669384574923 15.6155306369578 9.699093745014189 16.670965836308774 6.71272823155526 15.929617869008325 7.664917362560185
"Gaia DR2 2015669216206117120" 16.4459057 17.0929413 15.6291246 351.3254223490642 61.64871280266016 2.823526884785811 12.404228527119944 5.360988609124647 13.944315217905151 4.024811387865407 12.49328309177784
"Gaia DR2 2015669594163232768" 16.4483471 17.1230469 15.6243534 351.3581082570537 61.662338651848465 6.414747974865946 12.3447624121297 8.840525832295974 12.575937466278805 7.503023681578089 11.796788893246049
"Gaia DR2 2015669388004857344" 16.4533443 17.7948761 15.2799 351.4481131992186 61.6444413802045 9.944074305403475 4.86855501864391 9.034513139076367 4.217742226340417 9.479402301386001 4.128523446863763
"Gaia DR2 2015669662882728320" 16.474165 16.95168 15.5974321 351.44323550776875 61.6699300234632 12.564356479526847 8.514824586935342 13.17773688217142 6.707849136995485 12.734435648515893 7.094124139929978
"Gaia DR2 2015657327736745984" 16.5047474 17.1984348 15.6759539 351.50235233039655 61.61408182159325 9.83481302357486 -2.2255347962976 5.843032287484071 -2.4497055271100896 7.994257999804638 -2.53102600374425
"Gaia DR2 2015669319285362944" 16.5286961 17.2858849 15.65133 351.3841901238549 61.641904016365466 5.685588188798252 8.164056680652594 6.310832186921339 8.889553439912099 5.9818045668945174 7.990731839150252
"Gaia DR2 2015669353645101056" 16.5609417 17.2218246 15.7240906 351.4229649905082 61.65268692371471 9.328880338922126 7.386109358170964 9.528767889409135 6.822835455249544 9.370956574576626 6.6085054818332045
"Gaia DR2 2015669319275584128" 16.56653 16.91632 15.0564432 351.3788294594652 61.633071780247256 4.338971426954037 7.302233374353602 4.621638041765183 8.566734881749154 4.50570511403142 7.419505161880938
"Gaia DR2 2015668906968513536" 16.5725632 17.7436047 15.4629745 351.32807325553733 61.61758442433032 -0.5892712437766825 8.145152353809564 0.1777129871153349 11.164375427880223 -0.11946900188089238 9.092077448706807
"Gaia DR2 2015657327736746368" 16.6028156 17.3023415 15.7623434 351.5112183242818 61.61623148281332 10.632504012219869 -2.444382221539673 6.526494761284291 -2.9480816572798245 8.726874600007413 -2.8793404396154294
"Gaia DR2 2015669594163229568" 16.6331787 17.4511414 15.7011337 351.38020689946427 61.67093274343965 8.771256484748568 12.224417245621567 11.08838545996546 11.60113622265877 9.769569371583176 11.263192942245125
"Gaia DR2 2015669147486661888" 16.6424942 17.3469448 15.7864075 351.33053399194745 61.63310116514779 1.3464202363730218 10.053022835654591 2.8967723316195206 12.260983058800988 2.1323978724700785 10.543086642022612
"Gaia DR2 2015669628522967040" 16.6568336 17.3665237 15.8211737 351.41554301003333 61.68116561718741 12.135975165601536 11.570701169854637 14.088426601838712 9.753661861815475 12.912165832372285 10.047614058962422
