TBJD bkgsubflux
1793.1397094726562 206.91184997558594
1793.1605224609375 205.75955200195312
1793.1813354492188 205.98587036132812
1793.2022094726562 206.40396118164062
1793.2230224609375 206.4248046875
1793.2438354492188 206.4368896484375
1793.2647094726562 206.38845825195312
1793.2855224609375 206.044677734375
1793.3063354492188 205.4691925048828
1793.3272094726562 204.2674102783203
1793.3480224609375 205.9612274169922
1793.3688354492188 205.56640625
1793.3897094726562 206.28195190429688
1793.4105224609375 204.70013427734375
1793.4313354492188 204.39956665039062
1793.4522094726562 204.98016357421875
1793.4730224609375 204.29327392578125
1793.4938354492188 205.73641967773438
1793.5147094726562 205.27798461914062
1793.5355224609375 203.67457580566406
1793.5563354492188 205.2156524658203
1793.5772094726562 203.66122436523438
1793.5980224609375 205.03192138671875
1793.6188354492188 203.94598388671875
1793.6397094726562 203.8379669189453
1793.6605224609375 204.50128173828125
1793.6813354492188 204.76248168945312
1793.7022094726562 203.9105224609375
1793.7230224609375 205.02850341796875
1793.7438354492188 205.66976928710938
1793.7647094726562 204.70657348632812
1793.7855224609375 204.54953002929688
1793.8063354492188 205.05462646484375
1793.8272094726562 205.87278747558594
1793.8480224609375 205.81398010253906
1793.8688354492188 206.03445434570312
1793.8897094726562 207.15261840820312
1793.9105224609375 205.48141479492188
1793.9313354492188 206.7216033935547
1793.9522094726562 206.82943725585938
1793.9730224609375 206.65582275390625
1793.9938354492188 206.33099365234375
1794.0147094726562 206.81402587890625
1794.0355224609375 206.15194702148438
1794.0563354492188 206.02761840820312
1794.0771484375 206.42410278320312
1794.0980224609375 206.00201416015625
1794.1188354492188 206.6823272705078
1794.1396484375 206.9047393798828
1794.1604614257812 206.02737426757812
1794.1813354492188 205.85289001464844
1794.2021484375 205.06092834472656
1794.2229614257812 205.31922912597656
1794.2438354492188 205.72677612304688
1794.2646484375 204.85171508789062
1794.2854614257812 204.58010864257812
1794.3063354492188 204.50942993164062
1794.3271484375 204.6607208251953
1794.3479614257812 205.51315307617188
1794.3688354492188 204.18316650390625
1794.3896484375 205.39190673828125
1794.4104614257812 203.7119140625
1794.4313354492188 204.6876220703125
1794.4521484375 204.5723876953125
1794.4729614257812 204.17640686035156
1794.4938354492188 204.69552612304688
1794.5146484375 204.89920043945312
1794.5354614257812 204.75924682617188
1794.5563354492188 204.96942138671875
1794.5771484375 204.598876953125
1794.5979614257812 205.646728515625
1794.6188354492188 205.03941345214844
1794.6396484375 205.33334350585938
1794.6604614257812 205.90087890625
1794.6813354492188 205.39862060546875
1794.7021484375 205.38058471679688
1794.7229614257812 207.0357666015625
1794.7438354492188 206.21798706054688
1794.7646484375 206.30552673339844
1794.7854614257812 205.78900146484375
1794.8063354492188 206.70933532714844
1794.8271484375 205.77145385742188
1794.8479614257812 206.47093200683594
1794.8688354492188 205.67410278320312
1794.8896484375 206.57662963867188
1794.9104614257812 205.63186645507812
1794.9313354492188 206.07452392578125
1794.9729614257812 206.6707305908203
1794.9938354492188 205.61639404296875
1795.0146484375 205.10684204101562
1795.0354614257812 205.218505859375
1795.0563354492188 205.91372680664062
1795.0771484375 205.71328735351562
1795.0979614257812 204.67062377929688
1795.1188354492188 204.95901489257812
1795.1396484375 204.69851684570312
1795.1604614257812 205.24517822265625
1795.1813354492188 205.43264770507812
1795.2021484375 205.11837768554688
1795.2229614257812 204.81747436523438
1795.2438354492188 204.72695922851562
1795.2646484375 204.37387084960938
1795.2854614257812 205.53265380859375
1795.3063354492188 204.25550842285156
1795.3271484375 205.75352478027344
1795.3479614257812 205.59925842285156
1795.3688354492188 206.03128051757812
1795.3896484375 205.82565307617188
1795.4104614257812 206.11265563964844
1795.4313354492188 204.57916259765625
1795.4521484375 205.92428588867188
1795.4729614257812 205.91073608398438
1795.4938354492188 205.74310302734375
1795.5146484375 206.27149963378906
1795.5354614257812 206.2171630859375
1795.5563354492188 208.99917602539062
1795.5771484375 207.1424102783203
1795.5979614257812 208.0789794921875
1795.6188354492188 206.31790161132812
1795.6396484375 206.61611938476562
1795.6604614257812 206.06671142578125
1795.6813354492188 207.22860717773438
1795.7021484375 206.63580322265625
1795.7229614257812 207.28143310546875
1795.7438354492188 207.16238403320312
1795.7646484375 206.29067993164062
1795.7854614257812 206.85052490234375
1795.8063354492188 207.01950073242188
1795.8271484375 207.02798461914062
1795.8479614257812 206.5736083984375
1795.8688354492188 204.732177734375
1795.8896484375 206.1651153564453
1795.9104614257812 205.82632446289062
1795.9313354492188 205.53956604003906
1795.9521484375 205.44833374023438
1795.9729614257812 206.32830810546875
1795.9938354492188 205.63449096679688
1796.0146484375 204.76181030273438
1796.0354614257812 204.95675659179688
1796.0563354492188 205.77734375
1796.0771484375 205.3033447265625
1796.0979614257812 205.23171997070312
1796.1188354492188 204.21966552734375
1796.1396484375 205.8839111328125
1796.1604614257812 204.94735717773438
1796.1813354492188 205.23297119140625
1796.2021484375 204.69967651367188
1796.2229614257812 205.08657836914062
1796.2438354492188 205.21315002441406
1796.2646484375 206.2504425048828
1796.2854614257812 206.1106719970703
1796.3063354492188 206.28326416015625
1796.3271484375 206.95187377929688
1796.3479614257812 206.05307006835938
1796.3688354492188 206.12017822265625
1796.3896484375 206.58985900878906
1796.4104614257812 206.4363250732422
1796.4313354492188 207.01663208007812
1796.4521484375 205.64794921875
1796.4729614257812 207.16220092773438
1796.4938354492188 206.5876007080078
1796.5146484375 207.17620849609375
1796.5354614257812 206.9939422607422
1796.5563354492188 206.8630828857422
1796.5771484375 206.24063110351562
1796.5979614257812 206.3313751220703
1796.6188354492188 205.84561157226562
1796.6396484375 206.29440307617188
1796.6604614257812 206.33966064453125
1796.6813354492188 206.41342163085938
1796.7021484375 206.47543334960938
1796.7229614257812 205.9966583251953
1796.7438354492188 205.51315307617188
1796.7646484375 205.7625732421875
1796.7854614257812 205.67550659179688
1796.8063354492188 205.6647186279297
1796.8271484375 204.9715576171875
1796.8479614257812 205.22775268554688
1796.8688354492188 205.75308227539062
1796.8896484375 203.93411254882812
1796.9104614257812 205.12939453125
1796.9313354492188 205.47593688964844
1796.9521484375 204.33169555664062
1796.9729614257812 203.52346801757812
1796.9938354492188 205.06610107421875
1797.0146484375 205.09988403320312
1797.0354614257812 204.7388916015625
1797.0563354492188 205.23867797851562
1797.0771484375 205.79443359375
1797.0979614257812 205.599365234375
1797.1188354492188 206.29652404785156
1797.1396484375 206.22390747070312
1797.1604614257812 207.51856994628906
1797.1813354492188 206.73548889160156
1797.2021484375 207.7771759033203
1797.2229614257812 206.68231201171875
1797.2438354492188 206.63070678710938
1797.2646484375 208.20745849609375
1797.2854614257812 207.93157958984375
1797.3063354492188 208.4123077392578
1797.3271484375 207.82534790039062
1797.3479614257812 207.3668212890625
1797.3688354492188 207.20587158203125
1797.3896484375 207.05691528320312
1797.4104614257812 207.12286376953125
1797.4313354492188 206.65367126464844
1797.4521484375 206.25082397460938
1797.4729614257812 206.47781372070312
1797.4938354492188 205.6321258544922
1797.5146484375 206.67381286621094
1797.5354614257812 205.4617919921875
1797.5563354492188 205.89682006835938
1797.5771484375 205.8557891845703
1797.5979614257812 205.5644073486328
1797.6188354492188 205.5152130126953
1797.6396484375 205.15931701660156
1797.6604614257812 206.0498046875
1797.6813354492188 205.04666137695312
1797.7021484375 204.58758544921875
1797.7229614257812 205.2337646484375
1797.7438354492188 205.89979553222656
1797.7646484375 205.6298828125
1797.7854614257812 205.10800170898438
1797.8063354492188 204.8628692626953
1797.8271484375 206.263427734375
1797.8479614257812 204.95130920410156
1797.8688354492188 205.51858520507812
1797.8896484375 206.07855224609375
1797.9104614257812 207.3677215576172
1797.9313354492188 206.30885314941406
1797.9521484375 206.54351806640625
1797.9729614257812 206.6005859375
1797.9938354492188 206.84124755859375
1798.0146484375 206.3604278564453
1798.0354614257812 207.81959533691406
1798.0563354492188 207.70932006835938
1798.0771484375 207.72377014160156
1798.0979614257812 207.14804077148438
1798.1188354492188 207.5310821533203
1798.1396484375 207.2734375
1798.1604614257812 208.06781005859375
1798.1813354492188 206.8862762451172
1798.2021484375 207.32705688476562
1798.2229614257812 207.24436950683594
1798.2438354492188 206.10916137695312
1798.2646484375 206.87486267089844
1798.2854614257812 206.3050537109375
1798.3063354492188 205.93930053710938
1798.3271484375 205.81781005859375
1798.3479614257812 205.38978576660156
1798.3688354492188 206.962890625
1798.3896484375 206.2247314453125
1798.4104614257812 206.92477416992188
1798.4313354492188 206.15142822265625
1798.4521484375 205.51693725585938
1798.4729614257812 206.03347778320312
1798.4938354492188 206.96438598632812
1798.5146484375 204.3707733154297
1798.5354614257812 205.61676025390625
1798.5563354492188 205.9228057861328
1798.5771484375 205.0340576171875
1798.5979614257812 205.3968048095703
1798.6188354492188 204.39764404296875
1798.6396484375 204.79644775390625
1798.6604614257812 205.22447204589844
1798.6813354492188 205.67921447753906
1798.7021484375 206.12954711914062
1798.7229614257812 205.18235778808594
1798.7438354492188 205.92857360839844
1798.7646484375 206.15805053710938
1798.7854614257812 206.44602966308594
1798.8063354492188 206.7126922607422
1798.8271484375 205.68101501464844
1798.8479614257812 206.44540405273438
1798.8688354492188 206.8568572998047
1798.8896484375 205.41798400878906
1798.9104614257812 207.5587158203125
1798.9313354492188 206.65899658203125
1798.9521484375 206.77359008789062
1798.9729614257812 207.27792358398438
1798.9938354492188 207.94439697265625
1799.0146484375 207.5252685546875
1799.0354614257812 205.6078338623047
1799.0563354492188 206.28408813476562
1799.0771484375 206.70619201660156
1799.0979614257812 206.418701171875
1799.1188354492188 205.82496643066406
1799.1396484375 206.51846313476562
1799.1604614257812 206.93191528320312
1799.1813354492188 206.09469604492188
1799.2229614257812 205.82864379882812
1799.2438354492188 206.26043701171875
1799.2646484375 205.97286987304688
1799.2854614257812 206.79327392578125
1799.3063354492188 206.96795654296875
1799.3271484375 205.54269409179688
1799.3479614257812 205.8099365234375
1799.3688354492188 206.37258911132812
1799.3896484375 205.01438903808594
1799.4104614257812 204.7332305908203
1799.4313354492188 204.99661254882812
1799.4521484375 205.5124969482422
1799.4729614257812 205.26919555664062
1799.4938354492188 206.2417449951172
1799.5146484375 205.4896240234375
1799.5354614257812 205.1531982421875
1799.5563354492188 206.192138671875
1799.5771484375 206.38096618652344
1799.5979614257812 205.8954315185547
1799.6188354492188 207.12188720703125
1799.6396484375 206.45033264160156
1799.6604614257812 207.72256469726562
1799.6813354492188 205.91964721679688
1799.7021484375 207.19796752929688
1799.7229614257812 207.61253356933594
1799.7438354492188 206.90003967285156
1799.7646484375 208.89764404296875
1799.7854614257812 207.46417236328125
1799.8063354492188 208.2310791015625
1799.8271484375 208.49087524414062
1799.8479614257812 206.9092254638672
1799.8688354492188 207.8105010986328
1799.8896484375 207.86578369140625
1799.9104614257812 206.6940155029297
1799.9312744140625 207.16412353515625
1799.9520874023438 207.71786499023438
1799.9729614257812 206.85739135742188
1799.9937744140625 206.63714599609375
1800.0145874023438 207.25308227539062
1800.0354614257812 206.760986328125
1800.0562744140625 207.1265411376953
1800.0770874023438 206.3739013671875
1800.0979614257812 207.38174438476562
1800.1187744140625 205.6248779296875
1800.1395874023438 205.7738037109375
1800.1604614257812 205.63409423828125
1800.1812744140625 205.89739990234375
1800.2020874023438 205.75245666503906
1800.2229614257812 206.44757080078125
1800.2437744140625 205.0984649658203
1800.2645874023438 205.86453247070312
1800.2854614257812 205.337646484375
1800.3062744140625 205.2720947265625
1800.3270874023438 204.74664306640625
1800.3479614257812 205.78871154785156
1800.3687744140625 205.40008544921875
1800.3895874023438 206.407470703125
1800.4104614257812 206.55648803710938
1800.4312744140625 206.81898498535156
1800.4520874023438 207.4405059814453
1800.4729614257812 207.61483764648438
1800.4937744140625 207.6216278076172
1800.5145874023438 207.15969848632812
1800.5354614257812 208.28030395507812
1800.5562744140625 208.32861328125
1800.5770874023438 208.00375366210938
1800.5979614257812 207.81187438964844
1800.6187744140625 208.28660583496094
1800.6395874023438 208.06011962890625
1800.6604614257812 208.26358032226562
1800.6812744140625 209.1602783203125
1800.7020874023438 208.93336486816406
1800.7229614257812 207.82260131835938
1800.7437744140625 207.8387908935547
1800.7645874023438 208.66575622558594
1800.7854614257812 207.46640014648438
1800.8062744140625 208.2905731201172
1800.8270874023438 206.14617919921875
1800.8479614257812 207.51173400878906
1800.8687744140625 207.27920532226562
1800.8895874023438 206.6641845703125
1800.9104614257812 207.31207275390625
1800.9312744140625 206.10818481445312
1800.9520874023438 204.8421630859375
1800.9729614257812 206.69125366210938
1800.9937744140625 206.08843994140625
1801.0145874023438 205.97116088867188
1801.0354614257812 205.818603515625
1801.0562744140625 206.46255493164062
1801.0770874023438 205.27743530273438
1801.0979614257812 206.54293823242188
1801.1187744140625 205.8243408203125
1801.1395874023438 205.45407104492188
1801.1604614257812 205.29983520507812
1801.1812744140625 206.11834716796875
1801.2020874023438 205.21633911132812
1801.2229614257812 206.61837768554688
1801.2437744140625 206.84854125976562
1801.2645874023438 207.28717041015625
1801.2854614257812 206.26544189453125
1801.3062744140625 207.2904052734375
1801.3270874023438 207.399169921875
1801.3479614257812 208.11236572265625
1801.3687744140625 207.01031494140625
1801.3895874023438 208.901123046875
1801.4104614257812 207.38671875
1801.4312744140625 207.35604858398438
1801.4520874023438 208.15658569335938
1801.4729614257812 206.31341552734375
1801.4937744140625 206.94097900390625
1801.5145874023438 207.3155517578125
1801.5354614257812 207.42596435546875
1801.5562744140625 206.677734375
1801.5770874023438 206.86834716796875
1801.5979614257812 208.26547241210938
1801.6187744140625 207.4903564453125
1801.6395874023438 206.29638671875
1801.6604614257812 205.822509765625
1801.6812744140625 205.871337890625
1801.7020874023438 205.98101806640625
1801.7229614257812 206.63018798828125
1801.7437744140625 205.43951416015625
1801.7645874023438 205.43505859375
1801.7854614257812 205.876708984375
1801.8062744140625 206.2122802734375
1801.8270874023438 204.90081787109375
1801.8479614257812 205.1361083984375
1801.8687744140625 204.510009765625
1801.8895874023438 205.4002685546875
1801.9104614257812 205.4075927734375
1801.9312744140625 203.606201171875
1801.9520874023438 203.197509765625
1801.9729614257812 204.308837890625
1801.9937744140625 204.1907958984375
1802.0145874023438 202.14111328125
1802.0354614257812 202.14404296875
1802.0562744140625 202.278076171875
1802.0770874023438 201.197509765625
1802.0979614257812 201.25830078125
1802.1187744140625 201.83837890625
1802.1604614257812 200.773193359375
1802.1812744140625 200.981201171875
1802.2020874023438 200.81201171875
1802.2229614257812 201.134765625
1802.2437744140625 201.890625
1802.2645874023438 202.733154296875
1802.2854614257812 206.046630859375
1802.3062744140625 206.08056640625
1802.3270874023438 207.806884765625
1802.3479614257812 205.783935546875
1802.3687744140625 205.94921875
1802.3895874023438 206.638671875
1802.4104614257812 207.31201171875
1802.4312744140625 204.19775390625
1803.4729614257812 209.88204956054688
1803.4937744140625 209.40921020507812
1803.5145874023438 209.50326538085938
1803.5354614257812 209.44207763671875
1803.5562744140625 209.05587768554688
1803.5770874023438 210.2720947265625
1803.5979614257812 208.9888458251953
1803.6187744140625 209.62588500976562
1803.6395874023438 209.21974182128906
1803.6604614257812 209.01593017578125
1803.6812744140625 209.0018310546875
1803.7020874023438 208.74050903320312
1803.7229614257812 210.36520385742188
1803.7437744140625 210.05123901367188
1803.7645874023438 211.40623474121094
1803.7854614257812 210.1126708984375
1803.8062744140625 210.60581970214844
1803.8270874023438 210.67303466796875
1803.8479614257812 210.8301239013672
1803.8687744140625 212.20895385742188
1803.8895874023438 211.64352416992188
1803.9104614257812 212.689697265625
1803.9312744140625 211.40142822265625
1803.9520874023438 211.47283935546875
1803.9729614257812 212.129638671875
1803.9937744140625 211.58071899414062
1804.0145874023438 211.63372802734375
1804.0354614257812 210.96182250976562
1804.0562744140625 211.3154754638672
1804.0770874023438 210.99227905273438
1804.0979614257812 209.77374267578125
1804.1187744140625 210.45632934570312
1804.1395874023438 209.84271240234375
1804.160400390625 210.3881072998047
1804.1812133789062 209.80625915527344
1804.2020874023438 209.67178344726562
1804.222900390625 209.40834045410156
1804.2437133789062 209.1904754638672
1804.2645874023438 209.1387176513672
1804.285400390625 209.9462432861328
1804.3062133789062 208.59307861328125
1804.3270874023438 209.230224609375
1804.347900390625 209.8994140625
1804.3687133789062 208.98687744140625
1804.3895874023438 209.18783569335938
1804.410400390625 209.44137573242188
1804.4312133789062 208.04629516601562
1804.4520874023438 208.7829132080078
1804.472900390625 208.00440979003906
1804.4937133789062 209.030029296875
1804.5145874023438 209.16366577148438
1804.535400390625 208.7066192626953
1804.5562133789062 208.55999755859375
1804.5770874023438 208.52243041992188
1804.597900390625 210.26556396484375
1804.6187133789062 209.4981231689453
1804.6395874023438 211.2989044189453
1804.660400390625 210.7493133544922
1804.6812133789062 211.11355590820312
1804.7020874023438 210.47958374023438
1804.722900390625 210.61605834960938
1804.7437133789062 210.60089111328125
1804.7645874023438 210.79592895507812
1804.785400390625 209.76377868652344
1804.8062133789062 211.29052734375
1804.8270874023438 210.41468811035156
1804.847900390625 210.64048767089844
1804.8687133789062 209.8961944580078
1804.8895874023438 209.96624755859375
1804.910400390625 210.23733520507812
1804.9312133789062 210.01080322265625
1804.9520874023438 209.26974487304688
1804.972900390625 209.80543518066406
1804.9937133789062 209.8057861328125
1805.0145874023438 208.79197692871094
1805.035400390625 209.81597900390625
1805.0562133789062 208.1323699951172
1805.0770874023438 208.92311096191406
1805.097900390625 208.31658935546875
1805.1187133789062 209.23751831054688
1805.1395874023438 208.39739990234375
1805.160400390625 209.12274169921875
1805.1812133789062 207.13385009765625
1805.2020874023438 207.91754150390625
1805.222900390625 208.0956573486328
1805.2437133789062 209.66189575195312
1805.2645874023438 209.690185546875
1805.285400390625 208.61041259765625
1805.3062133789062 208.63063049316406
1805.3270874023438 208.72381591796875
1805.347900390625 208.5782012939453
1805.3687133789062 209.30120849609375
1805.3895874023438 208.39071655273438
1805.410400390625 209.70584106445312
1805.4312133789062 209.07350158691406
1805.4520874023438 209.55667114257812
1805.472900390625 209.62185668945312
1805.4937133789062 209.29989624023438
1805.5145874023438 209.61947631835938
1805.535400390625 209.70709228515625
1805.5562133789062 211.45608520507812
1805.5770874023438 209.89584350585938
1805.597900390625 210.23025512695312
1805.6187133789062 210.16189575195312
1805.6395874023438 211.34291076660156
1805.660400390625 209.46514892578125
1805.6812133789062 210.47607421875
1805.7020874023438 209.29335021972656
1805.722900390625 210.35499572753906
1805.7437133789062 209.32003784179688
1805.7645874023438 209.51895141601562
1805.785400390625 210.48178100585938
1805.8062133789062 208.90689086914062
1805.8270874023438 209.02304077148438
1805.847900390625 208.76651000976562
1805.8687133789062 210.37994384765625
1805.8895874023438 208.526611328125
1805.910400390625 208.85464477539062
1805.9312133789062 209.2506103515625
1805.9520874023438 208.89651489257812
1805.972900390625 208.7491912841797
1805.9937133789062 209.89974975585938
1806.0145874023438 209.2472381591797
1806.035400390625 208.92630004882812
1806.0562133789062 208.5891876220703
1806.0770874023438 207.9418182373047
1806.097900390625 208.05392456054688
1806.1187133789062 209.7044219970703
1806.1395874023438 209.27203369140625
1806.160400390625 209.00735473632812
1806.1812133789062 209.64794921875
1806.2020874023438 208.56854248046875
1806.222900390625 209.34417724609375
1806.2437133789062 209.67251586914062
1806.2645874023438 210.00384521484375
1806.285400390625 209.54464721679688
1806.3062133789062 210.7396240234375
1806.3270874023438 209.62478637695312
1806.347900390625 209.73046875
1806.3687133789062 210.2738494873047
1806.3895874023438 211.85438537597656
1806.410400390625 211.64785766601562
1806.4312133789062 210.2091064453125
1806.4520874023438 210.8795166015625
1806.472900390625 210.55850219726562
1806.4937133789062 211.41607666015625
1806.5145874023438 210.1888427734375
1806.535400390625 209.88302612304688
1806.5562133789062 210.49725341796875
1806.5770874023438 210.57691955566406
1806.597900390625 210.0166015625
1806.6187133789062 210.94027709960938
1806.6395874023438 209.83535766601562
1806.660400390625 209.80517578125
1806.6812133789062 210.04351806640625
1806.7020874023438 209.55886840820312
1806.722900390625 209.0704803466797
1806.7437133789062 209.5391845703125
1806.7645263671875 208.4527130126953
1806.7853393554688 209.0999298095703
1806.8062133789062 209.6061553955078
1806.8270263671875 208.7105255126953
1806.8478393554688 208.4100799560547
1806.8687133789062 208.96774291992188
1806.8895263671875 207.9174041748047
1806.9103393554688 208.81491088867188
1806.9312133789062 208.32870483398438
1806.9520263671875 208.3583221435547
1806.9728393554688 208.8219757080078
1806.9937133789062 209.18499755859375
1807.0145263671875 209.05368041992188
1807.0353393554688 209.50340270996094
1807.0562133789062 208.75315856933594
1807.0770263671875 210.01480102539062
1807.0978393554688 209.62103271484375
1807.1187133789062 210.02597045898438
1807.1395263671875 210.8736572265625
1807.1603393554688 210.955322265625
1807.1812133789062 210.77523803710938
1807.2020263671875 210.25173950195312
1807.2228393554688 209.64254760742188
1807.2437133789062 210.50775146484375
1807.2645263671875 210.21783447265625
1807.2853393554688 210.2394561767578
1807.3062133789062 211.05320739746094
1807.3270263671875 210.29083251953125
1807.3478393554688 210.24349975585938
1807.3687133789062 209.27745056152344
1807.3895263671875 210.38400268554688
1807.4103393554688 209.62086486816406
1807.4312133789062 209.51168823242188
1807.4520263671875 209.0473175048828
1807.4728393554688 209.17959594726562
1807.4937133789062 208.89422607421875
1807.5145263671875 208.52719116210938
1807.5353393554688 209.2205810546875
1807.5562133789062 209.12477111816406
1807.5770263671875 208.68411254882812
1807.5978393554688 208.45240783691406
1807.6187133789062 207.76724243164062
1807.6395263671875 209.3428192138672
1807.6603393554688 208.1179656982422
1807.6812133789062 208.5686798095703
1807.7020263671875 208.56845092773438
1807.7228393554688 207.86959838867188
1807.7437133789062 207.80572509765625
1807.7645263671875 208.5945281982422
1807.7853393554688 209.04705810546875
1807.8062133789062 208.21282958984375
1807.8270263671875 207.81405639648438
1807.8478393554688 209.24853515625
1807.8687133789062 208.80535888671875
1807.8895263671875 208.08712768554688
1807.9103393554688 208.56689453125
1807.9312133789062 209.387451171875
1807.9520263671875 209.28802490234375
1807.9728393554688 209.3236083984375
1808.0145263671875 209.99888610839844
1808.0353393554688 209.76589965820312
1808.0562133789062 210.32574462890625
1808.0770263671875 210.35055541992188
1808.0978393554688 210.9718780517578
1808.1187133789062 211.48023986816406
1808.1395263671875 210.91738891601562
1808.1603393554688 210.87384033203125
1808.1812133789062 210.32229614257812
1808.2020263671875 209.77609252929688
1808.2228393554688 209.76060485839844
1808.2437133789062 208.8076171875
1808.2645263671875 210.17251586914062
1808.2853393554688 209.5086669921875
1808.3062133789062 209.92718505859375
1808.3270263671875 209.20358276367188
1808.3478393554688 210.29794311523438
1808.3687133789062 208.58489990234375
1808.3895263671875 208.35604858398438
1808.4103393554688 209.1531982421875
1808.4312133789062 208.87657165527344
1808.4520263671875 208.80299377441406
1808.4728393554688 208.35128784179688
1808.4937133789062 208.46836853027344
1808.5145263671875 210.23489379882812
1808.5353393554688 207.71209716796875
1808.5562133789062 208.660888671875
1808.5770263671875 210.20779418945312
1808.5978393554688 209.2366180419922
1808.6187133789062 209.4075927734375
1808.6395263671875 208.0906982421875
1808.6603393554688 209.37149047851562
1808.6812133789062 208.59048461914062
1808.7020263671875 209.657470703125
1808.7228393554688 208.50863647460938
1808.7437133789062 209.10354614257812
1808.7645263671875 210.63525390625
1808.7853393554688 210.13125610351562
1808.8062133789062 210.07843017578125
1808.8269653320312 210.74725341796875
1808.8478393554688 210.53399658203125
1808.86865234375 210.7346954345703
1808.8894653320312 211.48480224609375
1808.9103393554688 210.18824768066406
1808.93115234375 209.59420776367188
1808.9519653320312 210.66250610351562
1808.9728393554688 210.45008850097656
1808.99365234375 210.23635864257812
1809.0144653320312 211.63348388671875
1809.0353393554688 210.24314880371094
1809.05615234375 209.84103393554688
1809.0769653320312 210.6691436767578
1809.0978393554688 209.56822204589844
1809.11865234375 210.81015014648438
1809.1394653320312 207.878662109375
1809.1603393554688 210.16546630859375
1809.18115234375 209.47372436523438
1809.2019653320312 208.97262573242188
1809.2228393554688 208.71376037597656
1809.24365234375 208.73056030273438
1809.2644653320312 209.03115844726562
1809.2853393554688 208.4215087890625
1809.30615234375 208.8043212890625
1809.3269653320312 208.80950927734375
1809.3478393554688 208.34852600097656
1809.36865234375 207.95225524902344
1809.3894653320312 207.40548706054688
1809.4103393554688 209.33168029785156
1809.43115234375 208.6107177734375
1809.4519653320312 208.44949340820312
1809.4728393554688 207.92872619628906
1809.49365234375 208.69851684570312
1809.5144653320312 208.87074279785156
1809.5353393554688 208.32803344726562
1809.55615234375 208.06814575195312
1809.5769653320312 208.97305297851562
1809.5978393554688 208.8378448486328
1809.61865234375 209.1468963623047
1809.6394653320312 209.48184204101562
1809.6603393554688 209.56243896484375
1809.68115234375 210.709228515625
1809.7019653320312 210.8614044189453
1809.7228393554688 210.19302368164062
1809.74365234375 209.86514282226562
1809.7644653320312 210.05361938476562
1809.7853393554688 209.2684783935547
1809.80615234375 210.1513214111328
1809.8269653320312 210.98297119140625
1809.8478393554688 211.06993103027344
1809.86865234375 209.89794921875
1809.8894653320312 208.8140869140625
1809.9103393554688 209.55519104003906
1809.93115234375 210.193603515625
1809.9519653320312 209.35874938964844
1809.9728393554688 208.5576171875
1809.99365234375 208.74142456054688
